Geneid	GeneSymbol	Chromosome	Start	End	Class	Strand	Length
ENSMUSG00000048062.4	 Fpr-rs4	chr17	18021733	18022704	 protein_coding	+	971
ENSMUSG00000094396.3	 Vmn2r124	chr17	18049424	18079732	 protein_coding	+	30308
ENSMUSG00000091206.2	 Vmn2r91	chr17	18085016	18136768	 protein_coding	+	51752
ENSMUSG00000091350.2	 Vmn2r92	chr17	18151887	18188886	 protein_coding	+	36999
ENSMUSG00000090417.4	 Vmn2r94	chr17	18241122	18277756	 protein_coding	-	36634
ENSMUSG00000079698.7	 Vmn2r93	chr17	18298099	18331914	 protein_coding	+	33815
ENSMUSG00000091631.2	 Vmn2r95	chr17	18424078	18460905	 protein_coding	+	36827
ENSMUSG00000117305.1	 Gm49963	chr17	18476532	18476654	 processed_pseudogene	-	122
ENSMUSG00000093775.2	 Vmn2r-ps114	chr17	18493751	18494999	 unprocessed_pseudogene	+	1248
ENSMUSG00000091679.9	 Vmn2r96	chr17	18573151	18616003	 protein_coding	+	42852
ENSMUSG00000116837.2	 Vmn2r-ps115	chr17	18694403	18707120	 unprocessed_pseudogene	+	12717
ENSMUSG00000093602.2	 Vmn2r-ps116	chr17	18763260	18764811	 unprocessed_pseudogene	+	1551
ENSMUSG00000093531.3	 Vmn2r-ps117	chr17	18810835	18841654	 unprocessed_pseudogene	+	30819
ENSMUSG00000091491.2	 Vmn2r97	chr17	18914300	18958087	 protein_coding	+	43787
ENSMUSG00000093607.1	 Vmn2r-ps118	chr17	18989621	18990935	 unprocessed_pseudogene	+	1314
ENSMUSG00000096717.2	 Vmn2r98	chr17	19053460	19082411	 protein_coding	+	28951
ENSMUSG00000093533.3	 Vmn2r-ps119	chr17	19141468	19176756	 polymorphic_pseudogene	+	35288
ENSMUSG00000116587.1	 Gm49753	chr17	19257930	19277565	 lncRNA	+	19635
ENSMUSG00000116670.1	 Gm49752	chr17	19277337	19360785	 unprocessed_pseudogene	+	83448
ENSMUSG00000093776.1	 Vmn2r-ps120	chr17	19279322	19304478	 unprocessed_pseudogene	+	25156
ENSMUSG00000090304.4	 Vmn2r99	chr17	19361949	19401098	 protein_coding	+	39149
ENSMUSG00000116984.1	 4930549P19Rik	chr17	19415431	19490072	 lncRNA	+	74641
ENSMUSG00000093627.2	 Vmn2r-ps121	chr17	19453325	19454619	 unprocessed_pseudogene	+	1294
ENSMUSG00000091859.2	 Vmn2r100	chr17	19504732	19535231	 protein_coding	+	30499
ENSMUSG00000094892.2	 Vmn2r101	chr17	19577227	19612317	 protein_coding	+	35090
ENSMUSG00000095961.2	 Vmn2r102	chr17	19660328	19709533	 protein_coding	+	49205
ENSMUSG00000093592.1	 Vmn2r-ps122	chr17	19727139	19728044	 unprocessed_pseudogene	+	905
ENSMUSG00000091771.1	 Vmn2r103	chr17	19773363	19812536	 protein_coding	+	39173
ENSMUSG00000093426.1	 Vmn2r-ps123	chr17	19838565	19874206	 unprocessed_pseudogene	+	35641
ENSMUSG00000093642.1	 Vmn2r-ps124	chr17	19937217	19938119	 unprocessed_pseudogene	+	902
ENSMUSG00000093711.1	 Vmn2r-ps125	chr17	19986868	19987798	 unprocessed_pseudogene	-	930
ENSMUSG00000090315.2	 Vmn2r104	chr17	20028418	20048336	 protein_coding	-	19918
ENSMUSG00000117099.1	 Gm3547	chr17	20049043	20049287	 processed_pseudogene	+	244
ENSMUSG00000093401.2	 Vmn2r-ps126	chr17	20079965	20082301	 unprocessed_pseudogene	+	2336
ENSMUSG00000071276.1	 Fpr-rs7	chr17	20113210	20114226	 protein_coding	-	1016
ENSMUSG00000117169.2	 Vmn1r-ps139	chr17	20121750	20122549	 unprocessed_pseudogene	-	799
ENSMUSG00000071275.1	 Fpr-rs6	chr17	20182078	20183097	 protein_coding	-	1019
ENSMUSG00000117068.2	 Vmn1r-ps140	chr17	20183958	20200721	 transcribed_unprocessed_pseudogene	-	16763
ENSMUSG00000091670.2	 Vmn2r105	chr17	20202321	20235052	 protein_coding	-	32731
ENSMUSG00000091656.2	 Vmn2r106	chr17	20266767	20285553	 protein_coding	-	18786
ENSMUSG00000093469.1	 Vmn2r-ps127	chr17	20329640	20336408	 unprocessed_pseudogene	-	6768
ENSMUSG00000056910.5	 Vmn2r107	chr17	20345242	20383113	 protein_coding	+	37871
ENSMUSG00000117018.1	 Gm7217	chr17	20379063	20379671	 processed_pseudogene	+	608
ENSMUSG00000093729.1	 Vmn1r-ps141	chr17	20405004	20405756	 unprocessed_pseudogene	+	752
ENSMUSG00000091151.2	 Vmn1r224	chr17	20414146	20425343	 protein_coding	+	11197
ENSMUSG00000093705.1	 Vmn1r-ps142	chr17	20426432	20427283	 unprocessed_pseudogene	-	851
ENSMUSG00000093454.1	 Vmn1r-ps143	chr17	20432830	20433433	 unprocessed_pseudogene	-	603
ENSMUSG00000091805.2	 Vmn2r108	chr17	20456327	20481331	 protein_coding	-	25004
ENSMUSG00000043537.2	 Vmn1r225	chr17	20498158	20506148	 protein_coding	+	7990
ENSMUSG00000090572.2	 Vmn2r109	chr17	20539969	20564756	 protein_coding	-	24787
ENSMUSG00000091259.2	 Vmn2r110	chr17	20567760	20596423	 protein_coding	-	28663
ENSMUSG00000071273.4	 Gm5145	chr17	20570369	20571198	 processed_pseudogene	+	829
ENSMUSG00000060701.1	 Fpr-rs3	chr17	20623846	20624877	 protein_coding	-	1031
ENSMUSG00000117295.1	 Gm5492	chr17	20661558	20662067	 processed_pseudogene	+	509
ENSMUSG00000042848.4	 Vmn1r226	chr17	20682843	20692671	 protein_coding	+	9828
ENSMUSG00000067951.5	 Vmn1r227	chr17	20729843	20739150	 protein_coding	+	9307
ENSMUSG00000060245.5	 Vmn1r228	chr17	20774984	20786157	 protein_coding	-	11173
ENSMUSG00000117148.1	 Vmn1r229	chr17	20811555	20823627	 protein_coding	+	12072
ENSMUSG00000045417.2	 Vmn1r230	chr17	20840444	20852857	 protein_coding	+	12413
ENSMUSG00000050933.4	 Vmn1r231	chr17	20889183	20905091	 protein_coding	-	15908
ENSMUSG00000116974.1	 Gm49761	chr17	20892028	20945149	 lncRNA	-	53121
ENSMUSG00000062165.3	 Vmn1r232	chr17	20913163	20919714	 protein_coding	-	6551
ENSMUSG00000067949.5	 Vmn1r-ps144	chr17	20926165	20938090	 transcribed_unprocessed_pseudogene	+	11925
ENSMUSG00000007564.15	 Ppp2r1a	chr17	20945311	20965916	 protein_coding	+	20605
ENSMUSG00000093429.1	 Vmn1r-ps145	chr17	20969061	20969484	 unprocessed_pseudogene	-	423
ENSMUSG00000045575.2	 Vmn1r233	chr17	20989747	20996464	 protein_coding	-	6717
ENSMUSG00000067942.6	 Zfp160	chr17	21008903	21043070	 protein_coding	+	34167
ENSMUSG00000101511.1	 Gm5681	chr17	21059244	21060776	 unprocessed_pseudogene	-	1532
ENSMUSG00000093453.1	 Vmn1r-ps146	chr17	21080134	21080658	 unprocessed_pseudogene	-	524
ENSMUSG00000102080.2	 Gm5092	chr17	21091208	21103347	 lncRNA	+	12139
ENSMUSG00000091550.1	 Gm6811	chr17	21093172	21094704	 unprocessed_pseudogene	+	1532
ENSMUSG00000096857.1	 Gm7732	chr17	21129351	21130877	 processed_pseudogene	+	1526
ENSMUSG00000094582.1	 Gm7736	chr17	21152562	21154088	 processed_pseudogene	+	1526
ENSMUSG00000100191.1	 Gm7740	chr17	21175779	21177305	 processed_pseudogene	+	1526
ENSMUSG00000095963.1	 Gm7742	chr17	21198952	21200478	 processed_pseudogene	+	1526
ENSMUSG00000093788.2	 Vmn1r-ps147	chr17	21224747	21226002	 unprocessed_pseudogene	-	1255
ENSMUSG00000057203.3	 Vmn1r234	chr17	21226087	21235467	 protein_coding	+	9380
ENSMUSG00000093648.1	 Vmn1r-ps148	chr17	21244841	21245295	 unprocessed_pseudogene	+	454
ENSMUSG00000050102.6	 Vmn1r235	chr17	21256411	21262881	 protein_coding	+	6470
ENSMUSG00000093449.1	 Vmn1r-ps149	chr17	21269288	21269470	 unprocessed_pseudogene	-	182
ENSMUSG00000054142.5	 Vmn1r236	chr17	21282942	21294007	 protein_coding	+	11065
ENSMUSG00000076137.1	 Gm26384	chr17	21284103	21284212	 miRNA	-	109
ENSMUSG00000058030.5	 Vmn1r237	chr17	21311865	21314912	 protein_coding	+	3047
ENSMUSG00000079693.3	 Vmn1r-ps150	chr17	21323031	21323766	 unprocessed_pseudogene	-	735
ENSMUSG00000116768.1	 Gm18269	chr17	21366847	21376348	 processed_pseudogene	+	9501
ENSMUSG00000062743.9	 Zfp677	chr17	21383748	21399265	 protein_coding	+	15517
ENSMUSG00000116633.1	 Gm18519	chr17	21394078	21395117	 processed_pseudogene	-	1039
ENSMUSG00000116771.1	 Gm49691	chr17	21422649	21450267	 lncRNA	-	27618
ENSMUSG00000023882.15	 Zfp54	chr17	21423227	21435640	 protein_coding	+	12413
ENSMUSG00000023892.8	 Zfp51	chr17	21450374	21465587	 protein_coding	+	15213
ENSMUSG00000097759.1	 Gm26753	chr17	21485177	21488875	 lncRNA	-	3698
ENSMUSG00000057409.7	 Zfp53	chr17	21488998	21510473	 protein_coding	+	21475
ENSMUSG00000117037.1	 CT010433.1	chr17	21516713	21530995	 transcribed_processed_pseudogene	+	14282
ENSMUSG00000097781.1	 9330136K24Rik	chr17	21528194	21535878	 lncRNA	-	7684
ENSMUSG00000051341.6	 Zfp52	chr17	21535539	21562601	 protein_coding	+	27062
ENSMUSG00000067931.6	 Zfp948	chr17	21567008	21588699	 protein_coding	+	21691
ENSMUSG00000117209.1	 Gm49954	chr17	21613612	21613822	 processed_pseudogene	+	210
ENSMUSG00000117013.1	 Gm30531	chr17	21615500	21656484	 transcribed_processed_pseudogene	+	40984
ENSMUSG00000117070.1	 Gm41541	chr17	21624958	21650474	 lncRNA	-	25516
ENSMUSG00000035868.9	 Zfp983	chr17	21650624	21664966	 protein_coding	+	14342
ENSMUSG00000073448.2	 Gm10509	chr17	21690180	21691022	 processed_pseudogene	+	842
ENSMUSG00000067929.3	 Gm10226	chr17	21691860	21692114	 protein_coding	+	254
ENSMUSG00000067928.6	 Zfp760	chr17	21707741	21725636	 protein_coding	+	17895
ENSMUSG00000061544.13	 Zfp229	chr17	21730795	21769342	 protein_coding	+	38547
ENSMUSG00000117056.1	 Gm18270	chr17	21786856	21789331	 processed_pseudogene	+	2475
ENSMUSG00000049202.5	 4930515G13Rik	chr17	21801159	21801658	 pseudogene	-	499
ENSMUSG00000047189.3	 Gm9818	chr17	21808186	21808444	 pseudogene	+	258
ENSMUSG00000069743.5	 Zfp820	chr17	21816885	21845772	 protein_coding	-	28887
ENSMUSG00000078546.8	 Zfp995	chr17	21879570	21909926	 protein_coding	-	30356
ENSMUSG00000117049.1	 Gm6540	chr17	21920204	21921172	 processed_pseudogene	-	968
ENSMUSG00000071267.11	 Zfp942	chr17	21926960	21962464	 protein_coding	-	35504
ENSMUSG00000053347.15	 Zfp943	chr17	21962552	22071168	 protein_coding	+	108616
ENSMUSG00000086004.1	 Gm7805	chr17	21964136	21964583	 processed_pseudogene	-	447
ENSMUSG00000099397.1	 Gm7809	chr17	21967501	21968242	 processed_pseudogene	-	741
ENSMUSG00000117025.1	 Gm49950	chr17	21968487	21968794	 processed_pseudogene	-	307
ENSMUSG00000040775.6	 Gm9772	chr17	22005994	22007599	 processed_pseudogene	-	1605
ENSMUSG00000092147.1	 Gm7052	chr17	22039028	22040539	 unprocessed_pseudogene	-	1511
ENSMUSG00000117234.1	 Gm7818	chr17	22067264	22069888	 processed_pseudogene	-	2624
ENSMUSG00000063383.5	 Zfp947	chr17	22144359	22166190	 protein_coding	-	21831
ENSMUSG00000117252.1	 Gm9514	chr17	22184764	22186108	 processed_pseudogene	-	1344
ENSMUSG00000096433.2	 Zfp994	chr17	22197265	22225616	 protein_coding	-	28351
ENSMUSG00000117284.1	 Gm7072	chr17	22285871	22314837	 protein_coding	-	28966
ENSMUSG00000117164.1	 Gm49951	chr17	22331856	22332994	 processed_pseudogene	-	1138
ENSMUSG00000033972.9	 Zfp944	chr17	22337989	22361400	 protein_coding	-	23411
ENSMUSG00000044501.17	 Zfp758	chr17	22361453	22377281	 protein_coding	+	15828
ENSMUSG00000071266.13	 Zfp946	chr17	22424222	22456689	 protein_coding	+	32467
ENSMUSG00000117058.1	 Gm49955	chr17	22486227	22486376	 processed_pseudogene	-	149
ENSMUSG00000117094.1	 Gm49956	chr17	22486555	22486750	 processed_pseudogene	+	195
ENSMUSG00000117259.1	 Gm19012	chr17	22494622	22495562	 processed_pseudogene	+	940
ENSMUSG00000095093.2	 Vmn2r111	chr17	22544504	22573482	 protein_coding	-	28978
ENSMUSG00000094921.2	 Vmn2r112	chr17	22600951	22620842	 protein_coding	+	19891
ENSMUSG00000117055.1	 Gm9805	chr17	22687720	22690460	 processed_pseudogene	+	2740
ENSMUSG00000117183.1	 Gm20008	chr17	22713782	22716937	 processed_pseudogene	-	3155
ENSMUSG00000098210.1	 Gm5224	chr17	22734963	22735380	 processed_pseudogene	+	417
ENSMUSG00000098164.2	 Gm5493	chr17	22739945	22751509	 lncRNA	+	11564
ENSMUSG00000117333.1	 Gm16386	chr17	22777217	22807736	 processed_pseudogene	-	30519
ENSMUSG00000096975.1	 Gm16386	chr17	22784798	22817741	 lncRNA	-	32943
ENSMUSG00000059142.16	 Zfp945	chr17	22846697	22867134	 protein_coding	-	20437
ENSMUSG00000117002.1	 Gm32892	chr17	22873486	22874001	 processed_pseudogene	+	515
ENSMUSG00000117141.1	 Gm18214	chr17	22895714	22897595	 processed_pseudogene	+	1881
ENSMUSG00000090355.3	 Vmn2r-ps128	chr17	22916878	22932941	 unprocessed_pseudogene	-	16063
ENSMUSG00000092111.2	 Vmn2r113	chr17	22942984	22965658	 protein_coding	+	22674
ENSMUSG00000094752.1	 Vmn2r-ps129	chr17	22992706	23008970	 unprocessed_pseudogene	+	16264
ENSMUSG00000093433.1	 Gm18415	chr17	23014387	23015033	 unprocessed_pseudogene	-	646
ENSMUSG00000093564.1	 Gm18396	chr17	23045498	23045858	 unprocessed_pseudogene	-	360
ENSMUSG00000095658.2	 Vmn2r-ps130	chr17	23061166	23082364	 protein_coding	+	21198
ENSMUSG00000093703.1	 Gm18397	chr17	23086072	23086658	 unprocessed_pseudogene	-	586
ENSMUSG00000093685.1	 Gm18416	chr17	23115367	23117727	 unprocessed_pseudogene	-	2360
ENSMUSG00000096429.1	 Vmn2r-ps131	chr17	23147806	23150676	 unprocessed_pseudogene	+	2870
ENSMUSG00000093714.1	 Vmn2r-ps132	chr17	23167338	23167988	 unprocessed_pseudogene	-	650
ENSMUSG00000002617.14	 Zfp40	chr17	23173869	23193252	 protein_coding	-	19383
ENSMUSG00000093493.1	 Vmn2r-ps133	chr17	23241650	23277178	 unprocessed_pseudogene	-	35528
ENSMUSG00000091945.2	 Vmn2r114	chr17	23285392	23312537	 protein_coding	-	27145
ENSMUSG00000091076.2	 Vmn2r115	chr17	23343741	23362538	 protein_coding	+	18797
ENSMUSG00000090966.2	 Vmn2r116	chr17	23384604	23404422	 protein_coding	+	19818
ENSMUSG00000117159.1	 Gm49952	chr17	23415541	23415778	 processed_pseudogene	+	237
ENSMUSG00000096270.1	 Vmn2r-ps134	chr17	23441011	23446167	 unprocessed_pseudogene	-	5156
ENSMUSG00000091407.2	 Vmn2r117	chr17	23455173	23479699	 protein_coding	-	24526
ENSMUSG00000109027.1	 Olfr752-ps1	chr17	23491331	23492471	 unprocessed_pseudogene	-	1140
ENSMUSG00000117154.1	 Gm7898	chr17	23515454	23515784	 processed_pseudogene	+	330
ENSMUSG00000117322.1	 6330415G19Rik	chr17	23550799	23565291	 lncRNA	+	14492
ENSMUSG00000067882.14	 Casp16	chr17	23550965	23555704	 polymorphic_pseudogene	-	4739
ENSMUSG00000071256.4	 Zfp213	chr17	23556767	23564238	 protein_coding	-	7471
ENSMUSG00000097517.1	 Gm26695	chr17	23556769	23558313	 lncRNA	+	1544
ENSMUSG00000115842.1	 Gm49092	chr17	23572492	23573427	 lncRNA	-	935
ENSMUSG00000062012.14	 Zfp13	chr17	23575844	23599487	 protein_coding	-	23643
ENSMUSG00000023902.18	 Zscan10	chr17	23600856	23611019	 protein_coding	+	10163
ENSMUSG00000117059.1	 Gm7912	chr17	23619236	23620900	 processed_pseudogene	-	1664
ENSMUSG00000023903.8	 Mmp25	chr17	23628311	23645277	 protein_coding	-	16966
ENSMUSG00000117108.1	 Gm49935	chr17	23636596	23636739	 processed_pseudogene	+	143
ENSMUSG00000117258.1	 Gm7773	chr17	23642237	23643144	 processed_pseudogene	+	907
ENSMUSG00000043782.9	 Bicdl2	chr17	23660506	23668621	 protein_coding	+	8115
ENSMUSG00000041319.14	 Thoc6	chr17	23668614	23673882	 protein_coding	-	5268
ENSMUSG00000023904.10	 Hcfc1r1	chr17	23673596	23675227	 protein_coding	+	1631
ENSMUSG00000023905.15	 Tnfrsf12a	chr17	23675445	23677468	 protein_coding	-	2023
ENSMUSG00000023906.3	 Cldn6	chr17	23679249	23682446	 protein_coding	+	3197
ENSMUSG00000066720.7	 Cldn9	chr17	23682584	23684026	 protein_coding	-	1442
ENSMUSG00000043747.12	 1520401A03Rik	chr17	23704488	23722783	 protein_coding	-	18295
ENSMUSG00000023908.8	 Pkmyt1	chr17	23726336	23736735	 protein_coding	+	10399
ENSMUSG00000023909.4	 Paqr4	chr17	23736186	23740867	 protein_coding	-	4681
ENSMUSG00000040680.9	 Kremen2	chr17	23741197	23745833	 protein_coding	-	4636
ENSMUSG00000097006.7	 9530082P21Rik	chr17	23743234	23754065	 lncRNA	+	10831
ENSMUSG00000040097.16	 Flywch1	chr17	23752793	23771602	 protein_coding	-	18809
ENSMUSG00000115692.1	 Gm49163	chr17	23765261	23767118	 lncRNA	+	1857
ENSMUSG00000086719.1	 Gm16275	chr17	23771841	23777763	 lncRNA	+	5922
ENSMUSG00000023911.12	 Flywch2	chr17	23776916	23786081	 protein_coding	-	9165
ENSMUSG00000039218.17	 Srrm2	chr17	23790532	23824741	 protein_coding	+	34209
ENSMUSG00000117219.1	 Gm49911	chr17	23813214	23813500	 processed_pseudogene	-	286
ENSMUSG00000092981.1	 Mir5125	chr17	23823291	23823369	 miRNA	+	78
ENSMUSG00000055839.6	 Elob	chr17	23824738	23829136	 protein_coding	-	4398
ENSMUSG00000049620.9	 Prss33	chr17	23833347	23836056	 protein_coding	-	2709
ENSMUSG00000024114.15	 Prss41	chr17	23836785	23844172	 protein_coding	-	7387
ENSMUSG00000048992.9	 Prss32	chr17	23843855	23859779	 protein_coding	+	15924
ENSMUSG00000089697.1	 Gm15947	chr17	23853159	23858647	 lncRNA	-	5488
ENSMUSG00000024116.6	 Prss21	chr17	23868056	23873114	 protein_coding	+	5058
ENSMUSG00000096445.1	 Dcpp1	chr17	23880876	23882853	 protein_coding	+	1977
ENSMUSG00000096278.8	 Dcpp2	chr17	23880880	23900788	 protein_coding	+	19908
ENSMUSG00000117527.1	 Gm50058	chr17	23890115	23893588	 processed_pseudogene	-	3473
ENSMUSG00000117400.1	 Gm50057	chr17	23896761	23916919	 lncRNA	-	20158
ENSMUSG00000117488.1	 Gm41545	chr17	23902566	23925497	 lncRNA	-	22931
ENSMUSG00000117403.1	 Gm50059	chr17	23908236	23912371	 processed_pseudogene	-	4135
ENSMUSG00000057417.7	 Dcpp3	chr17	23917458	23919441	 protein_coding	+	1983
ENSMUSG00000024128.13	 Sbp	chr17	23941672	23945607	 protein_coding	+	3935
ENSMUSG00000024125.2	 Sbpl	chr17	23953084	23955274	 protein_coding	-	2190
ENSMUSG00000024124.10	 Prss30	chr17	23972126	23980566	 protein_coding	-	8440
ENSMUSG00000045027.7	 Prss22	chr17	23993534	23998100	 protein_coding	-	4566
ENSMUSG00000117580.1	 Gm50066	chr17	24004208	24004612	 processed_pseudogene	-	404
ENSMUSG00000098964.1	 Gm27700	chr17	24010032	24010112	 miRNA	+	80
ENSMUSG00000077184.1	 Gm25092	chr17	24023200	24023328	 snoRNA	-	128
ENSMUSG00000095266.2	 Gm5225	chr17	24023774	24024281	 processed_pseudogene	+	507
ENSMUSG00000050762.5	 Prss27	chr17	24038144	24045954	 protein_coding	+	7810
ENSMUSG00000016946.6	 Kctd5	chr17	24047734	24073485	 protein_coding	-	25751
ENSMUSG00000024122.16	 Pdpk1	chr17	24073680	24150924	 protein_coding	-	77244
ENSMUSG00000117523.1	 Gm50071	chr17	24086864	24089879	 lncRNA	+	3015
ENSMUSG00000117557.1	 Gm50070	chr17	24145599	24147046	 lncRNA	-	1447
ENSMUSG00000036820.12	 Amdhd2	chr17	24155833	24163766	 protein_coding	-	7933
ENSMUSG00000024121.13	 Atp6v0c	chr17	24163866	24169702	 protein_coding	-	5836
ENSMUSG00000036473.16	 Tbc1d24	chr17	24175431	24205562	 protein_coding	-	30131
ENSMUSG00000117406.1	 Ntn3	chr17	24203848	24209531	 protein_coding	-	5683
ENSMUSG00000085185.10	 BC028777	chr17	24208861	24221730	 lncRNA	+	12869
ENSMUSG00000024118.14	 Tedc2	chr17	24215054	24220851	 protein_coding	-	5797
ENSMUSG00000072082.7	 Ccnf	chr17	24222198	24251484	 protein_coding	-	29286
ENSMUSG00000093270.1	 Mir5134	chr17	24234527	24234604	 miRNA	-	77
ENSMUSG00000099123.1	 Mir6965	chr17	24240884	24240947	 miRNA	-	63
ENSMUSG00000035435.17	 Abca17	chr17	24264259	24351068	 protein_coding	-	86809
ENSMUSG00000094175.1	 Gm24427	chr17	24304669	24304789	 miRNA	+	120
ENSMUSG00000024130.16	 Abca3	chr17	24351950	24410201	 protein_coding	+	58251
ENSMUSG00000095396.1	 Gm25618	chr17	24362438	24362544	 snRNA	-	106
ENSMUSG00000073437.10	 D330041H03Rik	chr17	24404649	24414542	 lncRNA	-	9893
ENSMUSG00000034681.17	 Rnps1	chr17	24414565	24425901	 protein_coding	+	11336
ENSMUSG00000024132.6	 Eci1	chr17	24426641	24439348	 protein_coding	+	12707
ENSMUSG00000024136.14	 Dnase1l2	chr17	24440081	24443105	 protein_coding	-	3024
ENSMUSG00000024137.9	 E4f1	chr17	24443778	24470313	 protein_coding	-	26535
ENSMUSG00000043445.7	 Pgp	chr17	24470392	24473110	 protein_coding	+	2718
ENSMUSG00000024142.15	 Mlst8	chr17	24473551	24479078	 protein_coding	-	5527
ENSMUSG00000045744.10	 Bricd5	chr17	24473884	24475469	 protein_coding	+	1585
ENSMUSG00000117487.1	 Gm50062	chr17	24483215	24485254	 lncRNA	+	2039
ENSMUSG00000033597.9	 Caskin1	chr17	24488601	24508671	 protein_coding	+	20070
ENSMUSG00000052752.15	 Traf7	chr17	24508562	24527938	 protein_coding	-	19376
ENSMUSG00000079657.10	 Rab26	chr17	24527241	24534210	 protein_coding	-	6969
ENSMUSG00000093565.1	 Rab26os	chr17	24528248	24528744	 lncRNA	+	496
ENSMUSG00000064768.1	 Snord60	chr17	24528476	24528553	 snoRNA	+	77
ENSMUSG00000117423.1	 Gm33508	chr17	24533862	24546531	 lncRNA	+	12669
ENSMUSG00000032855.6	 Pkd1	chr17	24549834	24596508	 protein_coding	+	46674
ENSMUSG00000080342.1	 Gm24589	chr17	24594978	24595071	 miRNA	+	93
ENSMUSG00000002496.10	 Tsc2	chr17	24595816	24632630	 protein_coding	-	36814
ENSMUSG00000041429.3	 Nthl1	chr17	24632680	24638837	 protein_coding	+	6157
ENSMUSG00000002504.15	 Slc9a3r2	chr17	24639286	24650327	 protein_coding	-	11041
ENSMUSG00000071230.6	 Npw	chr17	24657330	24658457	 protein_coding	-	1127
ENSMUSG00000041130.10	 Zfp598	chr17	24669687	24682016	 protein_coding	+	12329
ENSMUSG00000007021.5	 Syngr3	chr17	24685092	24689955	 protein_coding	-	4863
ENSMUSG00000040888.10	 Gfer	chr17	24693187	24696156	 protein_coding	-	2969
ENSMUSG00000019320.14	 Noxo1	chr17	24696234	24700529	 protein_coding	+	4295
ENSMUSG00000040688.16	 Tbl3	chr17	24697949	24707660	 protein_coding	-	9711
ENSMUSG00000008482.9	 Rnf151	chr17	24715839	24718063	 protein_coding	-	2224
ENSMUSG00000044533.15	 Rps2	chr17	24718116	24721929	 protein_coding	+	3813
ENSMUSG00000090101.1	 Snhg9	chr17	24719531	24719965	 lncRNA	-	434
ENSMUSG00000089255.1	 Snora78	chr17	24719676	24719803	 snoRNA	-	127
ENSMUSG00000077709.1	 Snora64	chr17	24720772	24720905	 snoRNA	+	133
ENSMUSG00000040048.14	 Ndufb10	chr17	24722060	24724478	 protein_coding	-	2418
ENSMUSG00000002500.15	 Rpl3l	chr17	24727820	24736143	 protein_coding	+	8323
ENSMUSG00000075705.12	 Msrb1	chr17	24736642	24742778	 protein_coding	+	6136
ENSMUSG00000039628.9	 Hs3st6	chr17	24752988	24758684	 protein_coding	+	5696
ENSMUSG00000117379.1	 Gm50022	chr17	24779703	24781984	 lncRNA	+	2281
ENSMUSG00000024155.8	 Meiob	chr17	24804289	24839788	 protein_coding	+	35499
ENSMUSG00000024158.17	 Hagh	chr17	24840143	24864450	 protein_coding	+	24307
ENSMUSG00000045316.5	 Fahd1	chr17	24848892	24850364	 protein_coding	-	1472
ENSMUSG00000046070.9	 Igfals	chr17	24865997	24882010	 protein_coding	+	16013
ENSMUSG00000039183.6	 Nubp2	chr17	24882611	24886349	 protein_coding	-	3738
ENSMUSG00000024160.16	 Spsb3	chr17	24886643	24892152	 protein_coding	+	5509
ENSMUSG00000073436.11	 Eme2	chr17	24888486	24895087	 protein_coding	-	6601
ENSMUSG00000024163.17	 Mapk8ip3	chr17	24892153	24936977	 protein_coding	-	44824
ENSMUSG00000038880.13	 Mrps34	chr17	24895116	24897502	 protein_coding	+	2386
ENSMUSG00000073435.10	 Nme3	chr17	24896500	24897522	 protein_coding	+	1022
ENSMUSG00000024165.9	 Jpt2	chr17	24937419	24960689	 protein_coding	-	23270
ENSMUSG00000038002.9	 Cramp1l	chr17	24961226	25015788	 protein_coding	-	54562
ENSMUSG00000024169.16	 Ift140	chr17	25016085	25099495	 protein_coding	+	83410
ENSMUSG00000024168.8	 Tmem204	chr17	25057702	25083591	 protein_coding	-	25889
ENSMUSG00000024170.15	 Telo2	chr17	25099570	25115967	 protein_coding	-	16397
ENSMUSG00000044172.7	 Ptx4	chr17	25120760	25125292	 protein_coding	+	4532
ENSMUSG00000036636.10	 Clcn7	chr17	25133391	25162104	 protein_coding	+	28713
ENSMUSG00000059562.14	 Ccdc154	chr17	25162461	25171913	 protein_coding	+	9452
ENSMUSG00000114245.1	 Gm38655	chr17	25172897	25175471	 protein_coding	-	2574
ENSMUSG00000067722.4	 BC003965	chr17	25184554	25187662	 protein_coding	+	3108
ENSMUSG00000015127.14	 Unkl	chr17	25188397	25234443	 protein_coding	+	46046
ENSMUSG00000035521.13	 Gnptg	chr17	25233331	25240124	 protein_coding	-	6793
ENSMUSG00000015126.9	 Tsr3	chr17	25240170	25242798	 protein_coding	+	2628
ENSMUSG00000047507.12	 Baiap3	chr17	25242659	25256364	 protein_coding	-	13705
ENSMUSG00000093202.2	 Mir3547	chr17	25245551	25245638	 miRNA	-	87
ENSMUSG00000015120.15	 Ube2i	chr17	25261916	25274622	 protein_coding	-	12706
ENSMUSG00000056399.2	 Prss34	chr17	25298394	25300165	 protein_coding	+	1771
ENSMUSG00000088930.1	 Gm25921	chr17	25306112	25306248	 snoRNA	+	136
ENSMUSG00000024171.5	 Prss28	chr17	25308646	25311876	 protein_coding	+	3230
ENSMUSG00000034039.8	 Prss29	chr17	25318654	25322684	 protein_coding	+	4030
ENSMUSG00000098180.1	 Gm5430	chr17	25326612	25327526	 processed_pseudogene	-	914
ENSMUSG00000117517.1	 Gm50085	chr17	25330692	25332675	 unprocessed_pseudogene	+	1983
